"Site Name","Province","AFIAT Wave","NGO","Supplier Name","Item Name","Item Code","Item Category","Item Unit","Donor Name","Batch","Expiry Date","Pack Size","Quantity","Unit Price","Currency","Total Price","Total Stock"
Helmand PW,Helmand,W2,OHPM,UNICEF,"Ampicillin 500 mg per vial, injection powder",[J01CA01,Medicine ,Vial,World Bank,L169401,2024-07-20,50,428,35.1,USD,15001,21400
Helmand PW,Helmand,W2,OHPM,UNICEF,"Atracurium Besylate 10 mg per milliliter, solution for injection",M03AC04,Medicine ,Ampoule,World Bank,204017,2024-02-29,10,143,22.2,USD,3175,1430
Helmand PW,Helmand,W2,OHPM,UNICEF,"Atropine sulfate 1 mg/ml, in 1 ml ampoule, injection",[A03BA01],Medicine ,Ampoule,World Bank,1EB01010,2024-01-06,10,61,2.31,USD,141,610
Helmand PW,Helmand,W2,OHPM,UNICEF,"AWD, Periphery Kit Drug",AWD-PKD,Others,Each,UNICEF,100024460,2023-12-31,1,2,611,USD,1221,2
Helmand PW,Helmand,W2,OHPM,UNICEF,"AWD, Periphery kit, Renewable",424,Others,Each,UNICEF,100024237,2023-03-31,1,10,544,USD,5442,10
Helmand PW,Helmand,W2,OHPM,UNICEF,"Azithromycin 250 mg per capsule, oral ingestion capsule",J01FA10],Medicine ,Tablet,World Bank,1H92,2024-07-31,6,203,0.520,USD,106,1218
Helmand PW,Helmand,W2,OHPM,UNICEF,"Calcium gluconate 10% in 10 ml ampoule, injection ampoule",A12AA03,Medicine ,Ampoule,World Bank,2103936,2024-05-31,1,18,4.88,USD,87.8,18
Helmand PW,Helmand,W2,OHPM,UNICEF,"Calcium gluconate 10% in 10 ml ampoule, injection ampoule",A12AA03,Medicine ,Ampoule,World Bank,2103936,2024-05-31,10,71,4.86,USD,345,710
Helmand PW,Helmand,W2,OHPM,UNICEF,"Catheter,Foley,CH10,Sterile,disposible",312,Medical Supply,Each,World Bank,201907,2024-06-30,1,14,0.430,USD,6.02,14
Helmand PW,Helmand,W2,OHPM,UNICEF,"Catheter,Foley,CH12,Sterile,disposible",313,Medical Supply,Each,World Bank,R21B501,2024-01-31,1,14,0.290,USD,4.06,14
Helmand PW,Helmand,W2,OHPM,UNICEF,"Ceftriaxone 1 g per vial, injection powder",J01DD04,Medicine ,Vial,World Bank,18U2758,2024-07-31,10,1111,7.30,USD,8110,11110
Helmand PW,Helmand,W2,OHPM,UNICEF,"Ceftriaxone 1 g per vial, injection powder",J01DD04,Medicine ,Vial,World Bank,18X2029,2024-04-30,10,275,7.30,USD,2008,2750
Helmand PW,Helmand,W2,OHPM,UNICEF,Chlorhexidine 5% 100ml,D08AC02,Medicine ,Bottle,World Bank,S2000481,2023-08-31,1,32,0.500,USD,16,32
Helmand PW,Helmand,W2,OHPM,UNICEF,"Chlorphenamine maleate 2 mg per 5 milliliters, oral syrup",R06AB04,Medicine ,Bottle,World Bank,2164,2024-08-16,1,358,3.63,USD,1300,358
Helmand PW,Helmand,W2,OHPM,UNICEF,"Chlorpromazine 25 mg/ml, in 2 ml ampoule, injection solution",177,Medicine ,Ampoule,World Bank,1EB01383,2023-09-26,10,211,2.02,USD,426,2110
Helmand PW,Helmand,W2,OHPM,UNICEF,"Ciprofloxacin 250 mg per tablet, oral ingestion tablet",29,Medicine ,Tablet,World Bank,K21,2023-10-31,10,7883,0.260,USD,2050,78830
Helmand PW,Helmand,W2,OHPM,UNICEF,"Cloxacillin 250 mg per capsule, oral ingestion capsule",181,Medicine ,Capsule,World Bank,203131481,2023-10-16,500,31,9.13,USD,283,15500
Helmand PW,Helmand,W2,OHPM,UNICEF,"Coverall, protection, Catlll type 6b L",428,Medical Supply,Each,UNICEF,20200730,2023-07-31,1,300,7.66,USD,2298,300
Helmand PW,Helmand,W2,OHPM,UNICEF,"Coverall, protection, Catlll type 6b L",428,Medical Supply,Each,World Bank,20200730,2023-07-29,1,580,7.66,USD,4443,580
Helmand PW,Helmand,W2,OHPM,UNICEF,"Coverall, protection, Catlll type 6b M",426,Medical Supply,Each,UNICEF,20200630,2023-06-30,1,350,7.82,USD,2737,350
Helmand PW,Helmand,W2,OHPM,UNICEF,"Coverall, protection, Catlll type 6b M",426,Medical Supply,Each,World Bank,20200630,2023-06-29,1,600,7.82,USD,4692,600
Helmand PW,Helmand,W2,OHPM,UNICEF,"Coverall, protection, Catlll type 6b XL",427,Medical Supply,Each,UNICEF,20200630,2023-06-30,1,750,7.61,USD,5708,750
Helmand PW,Helmand,W2,OHPM,UNICEF,"Coverall, protection, Catlll type 6b XL",427,Medical Supply,Each,World Bank,20200630,2023-06-29,1,1200,7.61,USD,9132,1200
Helmand PW,Helmand,W2,OHPM,UNICEF,"Digoxin 0.25 mg per tablet, oral ingestion tablet",42,Medicine ,Tablet,World Bank,GQ21001,2024-01-31,28,20,1.50,USD,30,560
Helmand PW,Helmand,W2,OHPM,UNICEF,"Dopamine 40 mg per milliliter, in 5 ml solution for injection",44,Medicine ,Ampoule,World Bank,136335,2024-05-31,10,2,24,USD,48,20
Helmand PW,Helmand,W2,OHPM,UNICEF,"Ferrous sulfate 125 mg/5 ml, in 120 ml, oral ingestion liquid",192,Medicine ,Bottle,World Bank,5150877,2024-06-30,1,941,0.470,USD,442,941
Helmand PW,Helmand,W2,OHPM,UNICEF,"Fluoxetine 20 mg per capsule, oral ingestion capsule",195,Medicine ,Tablet,UNICEF,UFL243,2023-07-31,100,400,1.17,USD,468,40000
Helmand PW,Helmand,W2,OHPM,UNICEF,"Fluoxetine 20 mg per capsule, oral ingestion capsule",195,Medicine ,Tablet,World Bank,UFL244,2023-07-31,100,335,1.17,USD,392,33500
Helmand PW,Helmand,W2,OHPM,UNICEF,"Fluoxetine 20 mg per capsule, oral ingestion capsule",195,Medicine ,Tablet,World Bank,UFL245,2023-07-31,100,103,1.17,USD,121,10300
Helmand PW,Helmand,W2,OHPM,UNICEF,"Furosemide 10 mg/ml, in 2 ml ampoule, injection solution",53-2,Medicine ,Ampoule,UNICEF,21G27,2024-07-31,1,95,1.94,USD,184,95
Helmand PW,Helmand,W2,OHPM,UNICEF,"Furosemide 10 mg/ml, in 2 ml ampoule, injection solution",53-2,Medicine ,Ampoule,World Bank,20n04,2023-12-31,10,1730,1.94,USD,3356,17300
Helmand PW,Helmand,W2,OHPM,UNICEF,"Furosemide 10 mg/ml, in 2 ml ampoule, injection solution",53-2,Medicine ,Ampoule,World Bank,20N04,2023-12-31,10,1730,1.94,USD,3356,17300
Helmand PW,Helmand,W2,OHPM,UNICEF,"Furosemide 20 mg per tablet, oral ingestion tablet",196,Medicine ,Tablet,World Bank,UFL244,2023-07-31,100,335,1.17,USD,392,33500
Helmand PW,Helmand,W2,OHPM,UNICEF,"Gentamicin 10 mg/ml, in 2 ml ampoule, injection solution",197,Medicine ,Ampoule,World Bank,1EB05145,2024-03-31,50,225,3.44,USD,774,11250
Helmand PW,Helmand,W2,OHPM,UNICEF,"Gentamicin 10 mg/ml, in 2 ml ampoule, injection solution",197,Medicine ,Ampoule,World Bank,OEB33551,2023-12-21,50,508,3.44,USD,1748,25400
Helmand PW,Helmand,W2,OHPM,UNICEF,Gloves exam latex Medium,201,Medical Supply,Box,World Bank,PIA02507,2024-02-28,100,280,11.3,USD,3170,28000
Helmand PW,Helmand,W2,OHPM,UNICEF,Glyceryl Trinitrate 500mcg tab,212,Medicine ,Tablet,World Bank,GF943,2024-03-31,100,90,3.92,USD,353,9000
Helmand PW,Helmand,W2,OHPM,UNICEF,"Goggles, protective, indirect-side-venti",433,Medical Supply,Each,UNICEF,20200428,2023-04-30,1,750,2.78,USD,2085,750
Helmand PW,Helmand,W2,OHPM,UNICEF,"Goggles, protective, indirect-side-venti",433,Medical Supply,Each,World Bank,20200428,2023-04-30,1,1000,2.78,USD,2780,1000
Helmand PW,Helmand,W2,OHPM,UNICEF,"Gown, isolation, nonwoven disp. L",429,Medical Supply,Each,UNICEF,20200715,2023-07-31,1,1100,3.35,USD,3685,1100
Helmand PW,Helmand,W2,OHPM,UNICEF,"Gown, isolation, nonwoven disp. L",429,Medical Supply,Each,World Bank,20200630,2023-06-29,1,465,3.35,USD,1558,465
Helmand PW,Helmand,W2,OHPM,UNICEF,"Gown, isolation, nonwoven disp. L",429,Medical Supply,Each,World Bank,20200730,2023-07-29,1,5515,3.35,USD,18475,5515
Helmand PW,Helmand,W2,OHPM,UNICEF,"Gown, isolation, nonwoven disp. XL",430,Medical Supply,Each,UNICEF,20200715,2023-07-31,1,1500,3.35,USD,5025,1500
Helmand PW,Helmand,W2,OHPM,UNICEF,"Gown, isolation, nonwoven disp. XL",430,Medical Supply,Each,World Bank,20200715,2023-07-14,1,2560,3.35,USD,8576,2560
Helmand PW,Helmand,W2,OHPM,UNICEF,"Gown, surgic, nonsterile, nonwoven",472,Medical Supply,Each,World Bank,20200730,2023-07-29,1,240,5.01,USD,1202,240
Helmand PW,Helmand,W2,OHPM,UNICEF,"Haloperidol 5 mg/ml, in 1 ml, injection solution",214,Medicine ,Ampoule,World Bank,15BH0920,2023-09-30,10,450,4.51,USD,2030,9000
Helmand PW,Helmand,W2,OHPM,UNICEF,"Ibuprofen 200 mg per tablet, oral ingestion tablet",63,Medicine ,Tablet,UNICEF,UBN113,2024-07-31,100,4514,0.910,USD,4108,451400
Helmand PW,Helmand,W2,OHPM,UNICEF,Levonorgestrel 0.75mg 2 tab blister (E-Contarceptive),68,Medicine ,Tablet,World Bank,T8B772Z,2023-11-30,2,771,0.290,USD,224,1542
Helmand PW,Helmand,W2,OHPM,UNICEF,Lidocaine hcl (Lignocaine) 2% inj  20ml,71,Medicine ,Vial,World Bank,20487010,2023-10-28,20,18,14.8,USD,266,360
Helmand PW,Helmand,W2,OHPM,UNICEF,"Mask, highfil, FFP2/N95/KN95 novalve",474,Medical Supply,Each,World Bank,20200630,2023-06-29,20,3,101,USD,302,60
Helmand PW,Helmand,W2,OHPM,UNICEF,"Mask, surgic, typeIIR, ear loop disp.",425,Medical Supply,Each,UNICEF,20200715,2023-07-31,50,2500,17.0,USD,42400,125000
Helmand PW,Helmand,W2,OHPM,UNICEF,"Mask, surgic, typeIIR, ear loop disp.",425,Medical Supply,Each,World Bank,208157NWL,2023-06-27,50,500,17.0,USD,8480,25000
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,UNICEF,20IQ151,2023-08-31,200,100,24.4,USD,2441,20000
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,UNICEF,20IQ219,2023-08-31,200,549,24,USD,13176,109800
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,UNICEF,20IQ220,2023-08-31,200,251,24,USD,6024,50200
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,201Q219,2023-08-31,200,549,24,USD,13176,109800
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,201Q220,2023-08-31,200,251,24,USD,6024,50200
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,201Q221,2023-08-31,200,316,24,USD,7584,63200
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,20GQ053,2023-09-30,200,179,24,USD,4296,35800
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,20IQ148,2023-08-31,200,1366,24.4,USD,33344,273200
Helmand PW,Helmand,W2,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,20IQ151,2023-08-31,200,100,24.4,USD,2441,20000
Helmand PW,Helmand,W2,OHPM,UNICEF,"Metoclopramide 5 mg/ml, in 2 ml, injection solution",234,Medicine ,Ampoule,UNICEF,42509,2023-10-31,10,640,2.85,USD,1824,6400
Helmand PW,Helmand,W2,OHPM,UNICEF,"Metoclopramide 5 mg/ml, in 2 ml, injection solution",234,Medicine ,Ampoule,World Bank,42509,2023-10-31,1,640,2.85,USD,1824,640
Helmand PW,Helmand,W2,OHPM,UNICEF,"Metoclopramide 5 mg/ml, in 2 ml, injection solution",234,Medicine ,Ampoule,World Bank,50503,2023-12-16,10,459,3.02,USD,1386,4590
Helmand PW,Helmand,W2,OHPM,UNICEF,"Metronidazole 5 mg /ml, in 100 ml bottle, solution for infusion with set",238,Medicine ,Bottle,UNICEF,22D08E4Z,2024-03-31,50,120,20.3,USD,2434,6000
Helmand PW,Helmand,W2,OHPM,UNICEF,"Metronidazole 5 mg /ml, in 100 ml bottle, solution for infusion with set",238,Medicine ,Bottle,World Bank,22D08E4Z,2024-03-31,50,120,20.3,USD,2434,6000
Helmand PW,Helmand,W2,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,UNICEF,ACE2112119,2023-11-30,4,1750,0.530,USD,928,7000
Helmand PW,Helmand,W2,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,UNICEF,ACE2207059,2024-06-30,4,1100,0.530,USD,583,4400
Helmand PW,Helmand,W2,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,45220801,2024-07-31,4,1213,0.530,USD,643,4852
Helmand PW,Helmand,W2,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,452208041,2024-07-31,4,327,0.530,USD,173,1308
Helmand PW,Helmand,W2,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,45220805,2024-07-31,4,1446,0.530,USD,766,5784
Helmand PW,Helmand,W2,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,ACE2106073,2023-05-10,4,434,0.500,USD,217,1736
Helmand PW,Helmand,W2,OHPM,UNICEF,Misoprostol 200 mcg tab,85,Medicine-HII,Tablet,World Bank,ACE2112119,2023-11-30,4,1750,0.530,USD,928,7000
Helmand PW,Helmand,W2,OHPM,UNICEF,Multi-micronutrient Sach pwd,241,Medicine ,Sachet,World Bank,X0920344,2023-10-31,30,1178,0.470,USD,554,35340
Helmand PW,Helmand,W2,OHPM,UNICEF,Multi-micronutrient tab For Pregnant & Lactation Women  tab,242,Medicine ,Tablet,World Bank,TG0300B,2023-06-30,100,6000,2.25,USD,13500,600000
Helmand PW,Helmand,W2,OHPM,UNICEF,Multi-micronutrient tab For Pregnant & Lactation Women  tab,242,Medicine ,Tablet,World Bank,TJ0361,2023-08-31,100,334,12.2,USD,4071,33400
Helmand PW,Helmand,W2,OHPM,UNICEF,"Neostigmine methylsulfate 2.5mg per milliliter, solution for injection",484,Medicine ,Ampoule,World Bank,103024,2024-02-29,10,157,9.88,USD,1551,1570
Helmand PW,Helmand,W2,OHPM,UNICEF,"Oral rehydration salts (ORS) 20.5 g per litre, oral pwd +Zinc 20mg 10tabs.kit",ORS+ZINC,Medicine ,Sachet,World Bank,X0521046,2024-05-31,1,900,0.420,USD,378,900
Helmand PW,Helmand,W2,OHPM,UNICEF,"Oral rehydration salts (ORS) 20.5 g per litre, oral pwd +Zinc 20mg 10tabs.kit",ORS+ZINC,Medicine ,Sachet,World Bank,X0521064,2024-07-31,1,5600,0.420,USD,2352,5600
Helmand PW,Helmand,W2,OHPM,UNICEF,"Paracetamol (Acetaminophen) 120 mg per 5 milliliters, oral syrup, 60ml",98,Medicine ,Bottle,World Bank,2H01966,2024-07-31,1,15095,0.230,USD,3472,44985
Helmand PW,Helmand,W2,OHPM,UNICEF,"Penicillin benzyl benzathine 2.4 MU per vial, injection vial",15-2,Medicine ,Vial,World Bank,J2103202,2024-02-29,50,45,23.8,USD,1071,2250
Helmand PW,Helmand,W2,OHPM,UNICEF,Permethrin Shampoo 1% Solution,264,Medicine ,Bottle,World Bank,B859A,2023-09-30,1,1958,1,USD,1958,1958
Helmand PW,Helmand,W2,OHPM,UNICEF,Phenoxy Methyl Penicillin (Penicillin V) 250mg tab,103,Medicine ,Tablet,World Bank,203131662,2023-09-30,100,536,1.93,USD,1034,107200
Helmand PW,Helmand,W2,OHPM,UNICEF,"Phytomenadione (vit K) 10 mg/ml, in 1 ml, injection solution",267,Medicine ,Ampoule,World Bank,F4083F02,2024-05-31,10,103,14.9,USD,1531,1030
Helmand PW,Helmand,W2,OHPM,UNICEF,"Propofol 10 mg per milliliter, in 20 ml, solution for infusion",421,Medicine ,Ampoule,World Bank,22136051,2024-03-31,5,9,7.66,USD,68.9,45
Helmand PW,Helmand,W2,OHPM,UNICEF,"Propofol 10 mg per milliliter, in 20 ml, solution for infusion",421,Medicine ,Ampoule,World Bank,22136051,2024-03-31,5,110,7.57,USD,833,550
Helmand PW,Helmand,W2,OHPM,UNICEF,"Salbutamol 0.1 mg per dose, in 200 dose bottle, inhalation solution",111,Medicine ,Inhaler,World Bank,008P177A,2023-10-31,1,359,1.28,USD,460,359
Helmand PW,Helmand,W2,OHPM,UNICEF,"Silver sulfadiazine 1%, topical cream 50g",113,Medicine ,Tube,World Bank,5149866,2023-08-31,1,417,0.540,USD,225,417
Helmand PW,Helmand,W2,OHPM,UNICEF,Sulfamethoxazole 800 mg + trimethoprim 160 mg  (co-trimoxazole) per tablet,293,Medicine ,Tablet,World Bank,MG20749,2023-10-31,100,261,2.13,USD,556,26100
Helmand PW,Helmand,W2,OHPM,UNICEF,"Suxamethonium 50 mg/ml, in 2 ml ampoule, injection solution",116,Medicine ,Vial,World Bank,141,2024-01-31,20,32,7.59,USD,243,640
Helmand PW,Helmand,W2,OHPM,UNICEF,"Suxamethonium 50 mg/ml, in 2 ml ampoule, injection solution",116,Medicine ,Vial,World Bank,141135,2024-01-31,20,32,7.66,USD,245,640
Herat PW,Herat,W1,OHPM,OHPM CW,Bandage elastic 10cmx5m,410-3,Medical Supply,Each,World Bank,wy/cb-022,2024-05-31,1,3000,0,AFN,0,3000
Herat PW,Herat,W1,OHPM,OHPM CW,Depot Medroxy Progesterone Acetate (104 mg/0.65-ml) ( DMPA-SC)(Sayana Press),77,Medicine-HII,Injection,World Bank,FD2880,2024-04-30,1,6000,0,AFN,0,6000
Herat PW,Herat,W1,OHPM,OHPM CW,Depot Medroxy Progesterone Acetate 150mg/1ml inj (DMPA)+Syringe,132,Medicine-FP,Vial,World Bank,18141283,2024-04-30,1,26100,0,AFN,0,26100
Herat PW,Herat,W1,OHPM,OHPM CW,"Digoxin 0.25 mg per milliliter, in 2 ml solution for injection",489-2,Medicine ,Ampoule,World Bank,764K,2024-06-30,1,20,0,AFN,0,20
Herat PW,Herat,W1,OHPM,OHPM CW,Ethinylestradiol 0.03 mg + levonorgestrel 0.15 mg per tablet,135,Medicine ,Cycle,World Bank,KT0A269,2024-01-31,1,83360,0,AFN,0,83360
Herat PW,Herat,W1,OHPM,OHPM CW,Ethinylestradiol 0.03 mg + levonorgestrel 0.15 mg per tablet,135,Medicine ,Cycle,,KT0A266,2024-01-31,1,18356,0,USD,0,18356
Herat PW,Herat,W1,OHPM,OHPM CW,"Folic acid (vit B9) 5 mg per tablet, oral ingestion tablet",52,Medicine ,Tablet,World Bank,192001,2024-07-31,1,100000,0,AFN,0,100000
Herat PW,Herat,W1,OHPM,OHPM CW,"Gentamicin 10 mg/ml, in 2 ml ampoule, injection solution",197,Medicine ,Ampoule,World Bank,111102,2024-02-29,1,26750,0,AFN,0,26750
Herat PW,Herat,W1,OHPM,OHPM CW,"Gentamicin 40 mg/ml, in 2 ml ampoule, injection solution",198,Medicine ,Ampoule,World Bank,202103115,2024-02-29,1,26430,0,AFN,0,26430
Herat PW,Herat,W1,OHPM,OHPM CW,"Magnesium sulfate 500 mg/ml, in 20 ml ampoule,",229,Medicine ,Ampoule,World Bank,D621MG-A1,2024-02-29,1,100,0,AFN,0,100
Herat PW,Herat,W1,OHPM,OHPM CW,"Phenobarbital 100 mg per milliliter, in 2 ml, solution for injection",101,Medicine ,Ampoule,World Bank,U6,2024-04-30,1,300,0,AFN,0,300
Herat PW,Herat,W1,OHPM,OHPM CW,Progesterone only pills(POP)/Levonorgestrel 0.03mg,271,Medicine-FP,Cycle,World Bank,,2024-02-29,2,350,0,AFN,0,700
Herat PW,Herat,W1,OHPM,OHPM CW,Sulfamethoxazole 400 mg + trimethoprim 80 mg (co-trimoxazole) per tablet,292,Medicine ,Tablet,World Bank,m121316,2024-02-29,1,100000,0,AFN,0,100000
Herat PW,Herat,W1,OHPM,UNICEF,"Adrenaline (Epinephrine) 0.1% in 1 ml ampoule, injection solution",C01CA24,Medicine ,Ampoule,World Bank,2107443,2024-03-31,10,75,3.85,USD,289,750
Herat PW,Herat,W1,OHPM,UNICEF,"Adrenaline (Epinephrine) 0.1% in 1 ml ampoule, injection solution",C01CA24,Medicine ,Ampoule,World Bank,2107443,2024-03-31,10,326,3.85,USD,1255,3260
Herat PW,Herat,W1,OHPM,UNICEF,"Albendazole 400 mg per tablet, oral chewable tablet",P02CA03,Medicine ,Tablet,World Bank,1MG96,2024-06-30,100,390,3.25,USD,1268,39000
Herat PW,Herat,W1,OHPM,UNICEF,"Atracurium Besylate 10 mg per milliliter, solution for injection",M03AC04,Medicine ,Ampoule,World Bank,204017,2024-01-31,10,221,22.2,USD,4906,2210
Herat PW,Herat,W1,OHPM,UNICEF,"AWD, Periphery Kit Drug",AWD-PKD,Others,Each,World Bank,100027030,2024-04-30,1,6,852,USD,5110,6
Herat PW,Herat,W1,OHPM,UNICEF,"AWD, Periphery Kit Drug",AWD-PKD,Others,Each,World Bank,100027030,2024-06-30,1,3,852,USD,2555,3
Herat PW,Herat,W1,OHPM,UNICEF,"AWD, Periphery kit, Logistic Part",AWD-PKLP,Others,Each,World Bank,100025728,2024-05-31,1,2,1112,USD,2224,2
Herat PW,Herat,W1,OHPM,UNICEF,"AWD, Periphery kit, Logistic Part",AWD-PKLP,Others,Each,World Bank,100025728,2024-05-31,1,10,1045,USD,10454,10
Herat PW,Herat,W1,OHPM,UNICEF,"AWD, Periphery kit, Renewable",424,Others,Each,World Bank,ACE2106073,2024-03-31,1,18,544,USD,9796,18
Herat PW,Herat,W1,OHPM,UNICEF,"Blood Collection, neionates,set box/100",BCN,Lab/Equipment/ Reagent/Supply,Box,World Bank,,2023-05-31,100,100,98,USD,9800,10000
Herat PW,Herat,W1,OHPM,UNICEF,Bupivacaine 0.5% in 10 ml solution for injection,N01BB01],Medicine ,Vial,World Bank,22372410,2024-07-31,20,73,17.3,USD,1263,1460
Herat PW,Herat,W1,OHPM,UNICEF,"Calcium gluconate 10% in 10 ml ampoule, injection ampoule",A12AA03,Medicine ,Ampoule,World Bank,2103936,2024-05-31,10,27,4.85,USD,131,270
Herat PW,Herat,W1,OHPM,UNICEF,"Catheter,Foley,CH10,Sterile,disposible",312,Medical Supply,Each,World Bank,201907,2024-06-30,1,16,0.370,USD,5.92,16
Herat PW,Herat,W1,OHPM,UNICEF,"Catheter,Foley,CH12,Sterile,disposible",313,Medical Supply,Each,World Bank,R21B501,2024-01-31,1,16,0.310,USD,4.96,16
Herat PW,Herat,W1,OHPM,UNICEF,"Ceftriaxone 1 g per vial, injection powder",J01DD04,Medicine ,Vial,World Bank,18U2758,2024-07-31,10,1112,7.30,USD,8118,11120
Herat PW,Herat,W1,OHPM,UNICEF,"Ceftriaxone 1 g per vial, injection powder",J01DD04,Medicine ,Vial,World Bank,18X2029,2024-03-31,10,416,7.30,USD,3037,4160
Herat PW,Herat,W1,OHPM,UNICEF,Chlorhexidine 5% 100ml,D08AC02,Medicine ,Bottle,World Bank,S2000481,2023-08-31,1,36,0.500,USD,18,36
Herat PW,Herat,W1,OHPM,UNICEF,Clean Delivery Kit,C-Delivery-Kit,Medical Supply,Each,World Bank,1235,2024-05-31,1,1360,2.26,USD,3074,1360
Herat PW,Herat,W1,OHPM,UNICEF,"Coverall, protection, Catlll type 6b L",428,Medical Supply,Each,World Bank,20200730,2024-07-31,1,650,7.66,USD,4979,650
Herat PW,Herat,W1,OHPM,UNICEF,"Coverall, protection, Catlll type 6b M",426,Medical Supply,Each,World Bank,,2023-05-31,1,300,11.9,USD,3564,300
Herat PW,Herat,W1,OHPM,UNICEF,"Coverall, protection, Catlll type 6b M",426,Medical Supply,Each,World Bank,20200630,2024-06-30,1,400,7.82,USD,3128,400
Herat PW,Herat,W1,OHPM,UNICEF,"Coverall, protection, Catlll type 6b XL",427,Medical Supply,Each,World Bank,20200630,2024-06-30,1,1250,7.61,USD,9513,1250
Herat PW,Herat,W1,OHPM,UNICEF,"Dexamethasone 4 mg per milliliter, in 1 milliliter solution for injection",186,Medicine ,Ampoule,World Bank,1EB33335,2024-07-31,50,33,14.9,USD,491,1650
Herat PW,Herat,W1,OHPM,UNICEF,"Digoxin 0.25 mg per tablet, oral ingestion tablet",42,Medicine ,Tablet,World Bank,G021001,2024-01-31,28,30,1.47,USD,44.1,840
Herat PW,Herat,W1,OHPM,UNICEF,"Dopamine 40 mg per milliliter, in 5 ml solution for injection",44,Medicine ,Ampoule,World Bank,136335,2024-04-30,10,3,23.7,USD,71.0,30
Herat PW,Herat,W1,OHPM,UNICEF,"Fluoxetine 20 mg per capsule, oral ingestion capsule",195,Medicine ,Tablet,World Bank,UFL243,2023-07-31,100,800,1.17,USD,936,80000
Herat PW,Herat,W1,OHPM,UNICEF,"Fluoxetine 20 mg per capsule, oral ingestion capsule",195,Medicine ,Tablet,World Bank,UFL244,2023-07-31,100,550,1.17,USD,644,110000
Herat PW,Herat,W1,OHPM,UNICEF,"Furosemide 10 mg/ml, in 2 ml ampoule, injection solution",53-2,Medicine ,Ampoule,World Bank,20N04,2023-12-31,10,2600,1.94,USD,5044,52000
Herat PW,Herat,W1,OHPM,UNICEF,"Gentamicin 10 mg/ml, in 2 ml ampoule, injection solution",197,Medicine ,Ampoule,World Bank,1EB05145,2024-03-31,50,340,3.44,USD,1170,17000
Herat PW,Herat,W1,OHPM,UNICEF,"Glucose 5% in 500 ml bottle, injection solution",36,Medicine ,Bottle,World Bank,22115E5G,2024-07-31,20,479,10.1,USD,4828,9580
Herat PW,Herat,W1,OHPM,UNICEF,Glyceryl Trinitrate 500mcg tab,212,Medicine ,Tablet,World Bank,GF943,2024-03-31,100,54,3.92,USD,212,5400
Herat PW,Herat,W1,OHPM,UNICEF,"Goggles, protective, indirect-side-venti",433,Medical Supply,Each,World Bank,20200428,2024-04-30,1,1250,2.78,USD,3475,1250
Herat PW,Herat,W1,OHPM,UNICEF,"Gown, isolation, nonwoven disp. L",429,Medical Supply,Each,World Bank,20200715,2024-07-31,1,2500,3.35,USD,8375,2500
Herat PW,Herat,W1,OHPM,UNICEF,"Gown, isolation, nonwoven disp. XL",430,Medical Supply,Each,World Bank,20200715,2024-07-31,1,1500,3.35,USD,5025,1500
Herat PW,Herat,W1,OHPM,UNICEF,"Haloperidol 5 mg/ml, in 1 ml, injection solution",214,Medicine ,Ampoule,World Bank,207714,2024-01-31,10,67,4.52,USD,303,670
Herat PW,Herat,W1,OHPM,UNICEF,Hygien kit ,Hygien-Kit,Medical Supply,Kit,World Bank,7420220869,2024-05-31,1,200,0,USD,0,200
Herat PW,Herat,W1,OHPM,UNICEF,"Ibuprofen 200 mg per tablet, oral ingestion tablet",63,Medicine ,Tablet,World Bank,IB21H035,2024-07-31,100,4709,0.910,USD,4285,470900
Herat PW,Herat,W1,OHPM,UNICEF,"Ibuprofen 200 mg per tablet, oral ingestion tablet",63,Medicine ,Tablet,World Bank,UBN1113,2024-07-31,100,491,0.910,USD,447,49100
Herat PW,Herat,W1,OHPM,UNICEF,Mebendazole 500mg tab,230,Medicine ,Tablet,World Bank,201Q151,2023-08-31,200,150,24.4,USD,3662,30000
